ad,tur,ilce,lat,lon,alan_ha
İBB SULTANBEYLİ ADİL ÇEM BAHÇESİ,Kamu,SULTANBEYLI,40.974494,29.257456,0.127
BAHÇELİEVLER CADDESİ,Cadde (Kavşak ve Refüj),SANCAKTEPE,41.010617,29.243198,1.14
SAMANDIRA MERKEZ METRO İSTASYONU ÇIKIŞI,Metro Çıkışı,SANCAKTEPE,40.983713,29.231427,0.23
SARIGAZİ METRO İSTASYONU ÇIKIŞI,Metro Çıkışı,SANCAKTEPE,41.010363,29.212165,0.514
BALIKÇI BARINAĞI SAHİL PARKI,Park,MALTEPE,40.873282,29.136429,0.555
UĞUR MUMCU SOSYAL YAŞAM MERKEZİ BAHÇESİ,Kamu,KARTAL,40.93186,29.210569,0.161
BAĞCILAR TRAFİK EGİTİM PİSTİ PARKI,Park,BAGCILAR,41.050188,28.822513,1.29
HALKALI İSTASYON CADDESİ ORTA REFÜJLER,Cadde (Kavşak ve Refüj),KUCUKCEKMECE,41.015219,28.769235,0.649
İBB SEFAKÖY YÜZME HAVUZU YEŞİL ALANLAR,Kamu,KUCUKCEKMECE,40.997833,28.792858,0.771
BAĞCILAR FARKLI RENKLER PARKI,Park,BAGCILAR,41.034101,28.868624,0.085
BAĞCILAR MERKEZ MAHALLESİ BÖLGE PARKI,Park,BAGCILAR,41.032647,28.869292,3.465
CEVİZLİ KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KARTAL,40.91899,29.17192,2.473
ÇANAKKALE KAVŞAĞI,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KARTAL,40.913301,29.190108,1.581
KADIKÖY MİNİBÜS CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),KADIKOY,40.975815,29.072609,0.956
KANUNİ SULTAN SÜLEYMAN PARKI,Park,MALTEPE,40.945672,29.164897,5.977
TUZLA DEMOKRASİ CADDESİ ORTA REFÜJ,Cadde (Kavşak ve Refüj),TUZLA,40.894061,29.359589,1.49
SELİMİYE KIŞLASI BAHÇESİ,Kamu,USKUDAR,41.007264,29.016082,13.767
BEŞİKTAŞ BARBAROS MEYDANI,Meydan,BESIKTAS,41.041423,29.007033,2.528
KINALIADA ATATÜRK BÜSTÜ VE ETRAFI YEŞİL ALAN,Kamu,ADALAR,40.910221,29.055493,0.002
ÜÇYÜZLÜ METRO İSTASYONU,Metro Çıkışı,BAGCILAR,41.036795,28.870897,0.511
İBB 100. YIL STADI ETRAFI,Kamu,KUCUKCEKMECE,41.056918,28.7736,0.108
YOĞURTÇU PARKI,Park,KADIKOY,40.985607,29.03384,2.31
ÇUBUKLU İSTİNYE ARABALI VAPUR İSKELESİ BAHÇESİ,Kamu,BEYKOZ,41.108337,29.082856,1.036
KÜÇÜKÇEKMECE SAHİL PARKI,Park,AVCILAR,40.979063,28.750982,4.444
KÜÇÜKSU ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),BEYKOZ,41.079776,29.06909,0.269
FLORYA KAVŞAĞI - KÜÇÜKÇEKMECE GÖLÜ ARASI ORTA VE YAN REFÜJLER,"Karayolu (Kavşak, Şev-Yamaç ve Refüj)",KUCUKCEKMECE,40.984533,28.766005,1.387
HEYBELİADA ANA ARTERLER,Cadde (Kavşak ve Refüj),ADALAR,40.879291,29.095636,0.272
ATAŞEHİR BARAJ YOLU CADDESİ ORTA VE YAN REFÜJLER,Cadde (Kavşak ve Refüj),ATASEHIR,40.993537,29.143749,0.132
BALTALİMANI YAŞAM VADİSİ,Park,SARIYER,41.099537,29.045101,4.0
